Region, District No, District, School No, NCES School Number, School, Email, Title, Status, School Type, Address, Address2, Address3, Address4, City, State, Zipcode, Zip+4, Phone1, Phone2, Fax, Grade Levels, Categories
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,50,4.70E+11,Deerfield Elementary School,mccoyt@k12coffee.net,Principal: Traci McCoy,A,Public,9123 Woodbury HWY,,,,Manchester,TN,37355,,(931) 570-2652,,,"PK,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,600,MAURY COUNTY,53,4.70E+11,Marvin Wright Elementary School,mmassey@mauryk12.org,Principal: Marisa Massey,A,Public,4714 Derryberry LN,,,,Spring Hill,TN,37174,,(931) 486-3586,,(931) 486-3588,"K,1,2,3,4",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,37,4.70E+11,Community Middle School,garrettet@bedfordk12tn.net,Principal: Tony Garrette,A,Public,3470 Hwy 41A RD,,,,Unionville,TN,37180,,(931) 685-1426,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,39,4.70E+11,Learning Way Elementary,reedk@bedfordk12tn.net,Principal: Kathy Reed,A,Public,200 Learning Way DR,,,,Shelbyville,TN,37160,,(931) 685-1425,,,"K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,600,MAURY COUNTY,105,4.70E+11,Spring Hill Middle School,ssparrow@mauryk12.org,Principal: Shanda Sparrow,A,Public,3501 Cleburne RD,,,,Spring Hill,TN,37174,,(931) 451-1531,,,"5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,17,4.70E+11,Cascade Middle School,parkerd@bedfordk12tn.net,Principal: David Parker,A,Public,1165 Bell Buckle Wartrace RD,,,,Wartrace,TN,37183,,(931) 389-9389,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,55,4.70E+11,Coffee County Raider Academy,gribblea@k12tn.net,Principal: Angela Gribble,A,Public,865 McMinnville HWY,,,,Manchester,TN,37355,,,,,9,
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,13,4.70E+11,Cascade High School,youngj@bedfordk12tn.net,Principal: Dr. Josh Young,A,Public,1165  Bell  Bckle/Wartrace ,,,,Wartrace,TN,37183,,(931) 389-9389,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,15,4.70E+11,Eakin Elementary,davisd@bedfordk12tn.net,Principal: Dulcie Davis,A,Public,1100  Glenoaks  RD,,,,Shelbyville,TN,37160,,(931) 684-7852,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,20,4.70E+11,Shelbyville Central High School,tidwellr@bedfordk12tn.net,Principal: Rebecca Yvonne Tidwell,A,Public,401  Eagle  BLVD,,,,Shelbyville,TN,37160,,(931) 684-5672,,(615) 684-9359,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,25,4.70E+11,Harris Middle School,hastyp@bedfordk12tn.net,Principal: Patrick Ryan Hasty,A,Public,570 Eagle BLVD,,,,Shelbyville,TN,37160,,(931) 684-5195,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,35,4.70E+11,Community High School,ralstonr@bedfordk12tn.net,Principal: Dr. Robert Ralston,A,Public,100 Community Crossing ,,,,Unionville,TN,37180,,(931) 685-1418,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,40,4.70E+11,East Side Elementary,talbottl@bedfordk12tn.net,Principal: Layne Talbott-Draper,A,Public,421  Elliott  ST,,,,Shelbyville,TN,37160,,(931) 684-7112,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,53,4.70E+11,Liberty Elementary,mccullougha@bedfordk12tn.net,Principal: Amy McCullough,A,Public,500  Snell  RD,,,,Shelbyville,TN,37160,,(931) 684-7809,,,"P4,P3,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,75,4.70E+11,South Side Elementary,nortons@bedfordk12tn.net,Principal: Dr. Stefanie Winnette Norton,A,Public,903  Cannon  BLVD,,,,Shelbyville,TN,37160,,(931) 684-7545,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,20,BEDFORD COUNTY,78,4.70E+11,Thomas Magnet School,watsont@bedfordk12tn.net,Principal: Tracy Watson,A,Public,515 Tate Avenue ,,,,Shelbyville,TN,37160,,(931) 684-6818,,,"K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,15,4.70E+11,Broadview Elementary,rhonda.stevens@fcstn.net,Principal: Rhonda Stevens,A,Public,4980  Lynchburg  RD,,,,Winchester,TN,37398,,(931) 967-0132,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,30,4.70E+11,Clark Memorial School,david.carson@fcstn.net,Principal: David Carson,A,Public,500  N  Jefferson ST,,,,Winchester,TN,37398,,(931) 967-2407,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,35,4.70E+11,Cowan Elementary,cynthia.young@fcstn.net,Principal: Cynthia Young,A,Public,501 East  Cumberland ST,,,,Cowan,TN,37318,,(931) 967-7353,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,40,4.70E+11,Decherd Elementary,megan.geer@fcstn.net,Principal: Megan Geer,A,Public,401  Bratton  ST,,,,Decherd,TN,37324,,(931) 967-5483,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,50,4.70E+11,Franklin Co High School,roger.alsup@fcstn.net,Principal: Roger Alsup,A,Public,833 Bypass RD,,,,Winchester,TN,37398,,(931) 967-2821,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,65,4.70E+11,Huntland School,ken.bishop@fcstn.net,"Principal: William K. Bishop, II",A,Public,400  Gore  ST,,,,Huntland,TN,37345,,(931) 361-0300,,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,80,4.70E+11,North Middle School,holly.eslick@fcstn.net,Principal: Holly Eslick,A,Public,2990  Decherd  BLVD,,,,Winchester,TN,37398,,(931) 967-5323,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,82,4.70E+11,North Lake Elementary,sherry.sells@fcstn.net,Principal: Sherry Sells,A,Public,10626  Old  Tullahoma RD,,,,Tullahoma,TN,37388,,(931) 455-6239,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,87,4.70E+11,Rock Creek Elementary,celina.benere@fcstn.net,Principal: Celina Benere,A,Public,901  Rock  Creek RD,,,,Estill Springs,TN,37330,,(931) 649-5435,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,90,4.70E+11,Sewanee Elementary,allison.deitz@fcstn.net,Principal: Allison Deitz,A,Public,209  University  AVE,,,,Sewanee,TN,37375,,(931) 598-5951,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,115,4.70E+11,South Middle School,tara.brewer@fcstn.net,Principal: Dr. Tara Brewer,A,Public,601 West Cumberland ST,,,,Cowan,TN,37318,,(931) 967-7355,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,280,GILES COUNTY,7,4.70E+11,Bridgeforth Middle School,lherd@gcboe.us,Principal: Lori Herd,A,Public,1051  Bridgeforth  CIR,,,,Pulaski,TN,38478,,(931) 363-7526,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,280,GILES COUNTY,35,4.70E+11,Elkton Elementary,cpride@gcboe.us,Principal: Cynthia Pride,A,Public,176 College ST,,,,Prospect,TN,38477,,(931) 468-2285,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,280,GILES COUNTY,45,4.70E+11,Giles Co High School,dthomas@gcboe.us,Principal: Don Thomas,A,Public,200 Sheila Frost DR,,,,Pulaski,TN,38478,,(931) 363-6532,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,280,GILES COUNTY,65,4.70E+11,Minor Hill School,levans@gcboe.us,Principal: Lance Evans,A,Public,13099 Minor Hill HWY,,,,Minor Hill,TN,38473,,(931) 347-0163,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,280,GILES COUNTY,84,4.70E+11,Richland School,mlanders@gcboe.us,Principal: Micah Landers,A,Public,10610  Columbia  HWY,,,,Lynnville,TN,38472,,(931) 527-3577,,,"6,7,8,9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,280,GILES COUNTY,87,4.70E+11,Southside Elementary,chayes@gcboe.us,Principal: Carmen Hayes,A,Public,707  South  Cedar LN,,,,Pulaski,TN,38478,,(931) 424-7005,,,"3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,5,4.70E+11,Coffee County Central High School,vaughnj@k12coffee.net,Principal: Joey Vaughn,A,Public,100 Red Raider DR,,,,Manchester,TN,37355,,(931) 723-5159,,,"10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,10,4.70E+11,Coffee County Middle School,Aaronk@k12coffee.net,Principal: Kimberly Aaron,A,Public,3063 Woodbury HWY,,,,Manchester,TN,37355,,(931) 723-5177,,(931) 723-5180,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,15,4.70E+11,East Coffee Elementary,shoresk@k12coffee.net,Principal: Kelvin Shores,A,Public,6264 Mcminnville HWY,,,,Manchester,TN,37355,,(931) 723-5185,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,20,4.70E+11,Hickerson Elementary,andersonj@k12coffee.net,Principal: Jimmy Anderson,A,Public,5017 Old Manchester HWY,,,,Tullahoma,TN,37388,,(931) 455-9576,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,25,4.70E+11,Hillsboro Elementary,harrisa@k12coffee.net,Principal: Angela Harris,A,Public,284  Winchester  HWY,,,,Hillsboro,TN,37342,,(931) 596-2775,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,35,4.70E+11,New Union Elementary,pottsj@k12coffee.net,Principal: Jill Potts,A,Public,3320  Woodbury  Hw ,,,,Manchester,TN,37355,,(931) 723-5187,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,40,4.70E+11,North Coffee Elementary,clarka@k12coffee.net,Principal: Adam Clark,A,Public,6790 Murfreesboro HWY,,,,Manchester,TN,37355,,(931) 723-5183,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,160,COFFEE COUNTY,45,4.70E+11,Coffee County Koss Center,sheltonm@k12coffee.net,Principal: Major Shelton,A,Public,1756 McMinnville HWY,,,,Manchester,TN,37355,,(931) 723-5189,,(931) 723-5172,"6,7,8,9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,161,MANCHESTER,5,4.70E+11,College Street Elementary,jacobst1@k12mcs.net,Principal: Thomas Jacobs,A,Public,405  College  ST,,,,Manchester,TN,37355,,(931) 728-2805,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,161,MANCHESTER,10,4.70E+11,Westwood Elementary,mglenn@mcs.net,Principal: Melissa Glenn,A,Public,912  Oakdale  ST,,,,Manchester,TN,37355,,(931) 728-3412,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,161,MANCHESTER,15,4.70E+11,Westwood Middle School,jmiller7@k12mcs.net,Principal: Julie Green,A,Public,505  Taylor  ST,,,,Manchester,TN,37355,,(931) 728-2071,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,5,4.70E+11,Bel Aire Elementary,Clint.epley@tcsedu.net,Principal: Clint Epley,A,Public,504 Stone Blvd ,,,,Tullahoma,TN,37388,,(931) 454-2610,,(931) 454-2656,"K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,15,4.70E+11,East Middle School,woody.dillehay@tcsedu.net,Principal: Dr. Woody Dillehay,A,Public,908 Country Club DR,,,,Tullahoma,TN,37388,,(931) 454-2632,,(931) 454-2660,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,20,4.70E+11,East Lincoln Elementary,scott.hargrove@tcsedu.net,Principal: Scott Hargrove,A,Public,700 East Lincoln ST,,,,Tullahoma,TN,37388,,(931) 454-2612,,(931) 454-2609,"K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,23,4.70E+11,Jack T Farrar Elementary,travis.moore@tcsedu.net,Principal: Travis Moore,A,Public,215 Westside DR,,,,Tullahoma,TN,37388,,(931) 454-2608,,(931) 454-2658,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,25,4.70E+11,Robert E Lee Elementary,mary.gilbert@tcsedu.net,Principal: Mary Gilbert,A,Public,313 Layne ST,,,,Tullahoma,TN,37388,,(931) 454-2637,,(931) 454-2649,"K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,35,4.70E+11,Tullahoma High School,jason.quick@tcsedu.net,Principal: Jason Quick,A,Public,927 North Jackson ST,,,,Tullahoma,TN,37388,,(931) 454-2620,,(931) 454-2662,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,40,4.70E+11,West Middle School,cindy.herrera@tcsedu.net,Principal: Cindy Herrera,A,Public,90 Hermitage DR,,,,Tullahoma,TN,37388,,(931) 454-2605,,(931) 454-2661,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,5,4.70E+11,Centerville Elementary,Jennifer.hudgins@hickmank12.org,Principal: Jennifer Hudgins,A,Public,104 Mary Field AVE,,,,Centerville,TN,37033,,(931) 729-2212,,,"PK,K,1,2",
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,15,4.70E+11,East Hickman Elementary,leigha.coble@hickmank12.org,Principal: Leigha Coble,A,Public,5191  Hwy  100 ,,,,Lyles,TN,37098,,(931) 670-3044,,,"PK,K,1,2",
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,17,4.70E+11,East Hickman Middle School,bryan.anglin@hickmank12.org,Principal: Bryan Anglin,A,Public,9414 East  Eagle DR,,,,Lyles,TN,37098,,(931) 670-4237,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,20,4.70E+11,Hickman Co Middle School,tina.thigpen@hickmank12.org,Principal: Tina Thigpen,A,Public,1639  Bulldog  BLVD,,,,Centerville,TN,37033,,(931) 729-4234,,,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,30,4.70E+11,Hickman Co Sr High School,ronnie.brewer@hickmank12.org,Principal: Ronnie Brewer,A,Public,1645  Bulldog  BLVD,,,,Centerville,TN,37033,,(931) 729-2616,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,13,4.70E+11,E O Coffman Middle School,william.long@lcss.us,Principal: Brent Long,A,Public,111  Lafayette  AVE,,,,Lawrenceburg,TN,38464,,(931) 762-6395,,(931) 762-7176,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,15,4.70E+11,David Crockett Elementary,karen.jackson@lcss.us,Principal: Karen Renee Jackson,A,Public,2301  Waynesboro  HWY,,,,Lawrenceburg,TN,38464,,(931) 762-2288,,(931) 766-0683,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,20,4.70E+11,Ethridge Elementary,christy.crews@lcss.us,Principal: Christy Crews,A,Public,33  Main  ST,,,,Ethridge,TN,38456,,(931) 201-5880,,(931) 201-5882,"PK,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,30,4.70E+11,Ingram Sowell Elementary,tracy.marks@lcss.us,Principal: Tracy Marks,A,Public,510  Seventh  ST,,,,Lawrenceburg,TN,38464,,(931) 762-4438,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,36,4.70E+11,Lawrence County Adult High School,evan.white@lcss.us,Principal: Evan White,A,Public,610 Mahr AVE,,,,Lawrenceburg,TN,38464,,(931) 762-5251,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,40,4.70E+11,Lawrence Co High School,willie.joiner@lcss.us,Principal: Willie Joiner,A,Public,1800  Springer  RD,,,,Lawrenceburg,TN,38464,,(931) 762-9412,,,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,45,4.70E+11,Lawrenceburg Public,lps_principal@lcss.us,Principal: Pamela King,A,Public,600  Prosser  RD,,,,Lawrenceburg,TN,38464,,(931) 762-3282,,,"PK,K,1,2,3,4,5",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,50,4.70E+11,Leoma Elementary,les_principal@lcss.us,Principal: Kathy Burns,A,Public,2612  Hwy  43 South ,,,,Leoma,TN,38468,,(931) 231-8199,,(931) 852-2829,"PK,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,60,4.70E+11,South Lawrence Elementary,sles_principal@lcss.us,Principal: Shannon Snider,A,Public,707 2nd Avenue South ,,,,Loretto,TN,38469,,(931) 201-5884,,(931) 853-4945,"PK,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,65,4.70E+11,Loretto High School,lhs_principal@lcss.us,Principal: Dr. Jennifer Littleton,A,Public,525  Second  South AVE,,,,Loretto,TN,38469,,(931) 231-8850,,(931) 853-4340,"9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,70,4.70E+11,New Prospect Elementary,npes_principal@lcss.us,Principal: Dr. Anisha Jones,A,Public,4520  Pulaski  HWY,,,,Lawrenceburg,TN,38464,,(931) 762-2934,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,90,4.70E+11,Summertown Elementary,ses_principal@lcss.us,Principal: Ricky Mabry Jr.,A,Public,319 Corbin ST,,,,Summertown,TN,38483,,(931) 964-3614,,,"PK,K,1,2,3,4,5,6",
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,95,4.70E+11,Summertown High School,lain.hinson@lcss.us,Principal: Lain Hinson,A,Public,411 College ST,,,,Summertown,TN,38483,,(931) 964-3539,,,"7,8,9,10,11,12",
SOUTH CENTRAL CORE REGIONAL OFFICE,510,LEWIS COUNTY,3,4.70E+11,Lewis County Middle School,sedwards@lewisk12.org,Principal: Steve Edwards,A,Public,207 South Court ST,,,,Hohenwald,TN,38462,,(931) 796-4586,,(931) 796-7601,"6,7,8",
SOUTH CENTRAL CORE REGIONAL OFFICE,510,LEWIS COUNTY,7,4.70E+11,Lewis County Elementary,mtaylor@lewisk12.org,Principal: Dr. Mike Taylor,A,Public,305 South Oak ST,,,,Hohenwald,TN,38462,,(931) 796-5621,,(931) 796-5762,"PK,K,1,2",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,30,4.70E+11,Mayfield Elementary,rstephens@clevelandschools.org,Principal: Randall Stephens,A,Public,"501 20th Street, NE ",,,,Cleveland,TN,37311,,(423) 472-4541,,(423) 472-2539,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,70,4.70E+11,Taylor Elementary School,eshamblin@bradleyschools.org,Principal: Erica Shamblin,A,Public,5265 Bates PIKE,,,,Cleveland,TN,37323,,(423) 478-8817,,(423) 478-8853,"K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,65,4.70E+11,Prospect Elementary School,smontgom@bradleyschools.org,Principal: Steve Montgomery,A,Public,2450 Prospect School RD,,,,Cleveland,TN,37311,,(423) 478-8814,,(423) 478-8815,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,72,4.70E+11,Lake Forest Middle School,rstevenson@bradleyschools.org,Principal: Ritchie Stevenson,A,Public,610 Kile  Lake RD,,,,Cleveland,TN,37323,,(423) 478-8821,,(423) 478-8832,"N,6,7,8",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,75,4.70E+11,Valley View Elementary School,Jjones@bradleyschools.org,Principal: Jeremy Jones,A,Public,5607 Spring Place RD,,,,Cleveland,TN,37323,,(423) 478-8825,,(423) 478-8826,"K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,10,4.70E+11,Arnold Memorial Elementary,mchai@clevelandschools.org,Principal: Michael Chai,A,Public,473  8th  N W ST,,,,Cleveland,TN,37311,,(423) 472-2241,,(423) 472-9877,"P4,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,12,4.70E+11,Blythe-Bower Elementary,jbarnes@clevelandschools.org,Principal: Dr. Joel Barnes,A,Public,604 20th  St SE ,,,,Cleveland,TN,37311,,(423) 479-5121,,(423) 472-2459,"PK,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,20,4.70E+11,Cleveland High,bpritchard@clevelandschools.org,Principal: Bob Pritchard,A,Public,850  Raider  DR,,,,Cleveland,TN,37312,,(423) 478-1113,,(423) 559-1560,"9,10,11,12",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,21,4.70E+11,D.P. Yates Primary,koconnor@clevelandschools.org,Principal: Kerry O'Connor,A,Public,750 Mouse Creek RD,,,,Cleveland,TN,37312,,(423) 479-1723,,(423) 472-2388,"P4,K,1,2",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,22,4.70E+11,E.L. Ross Elementary,sastone@clevelandschools.org,Principal: Stephanie Stone,A,Public,4340  Mouse  Creek RD,,,,Cleveland,TN,37312,,(423) 479-7274,,(423) 472-9763,"3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,61,CLEVELAND,25,4.70E+11,G.R. Stuart Elementary,kbradford@clevelandschools.org,Principal: Kimberly Bradford,A,Public,802  20th  Nw ST,,,,Cleveland,TN,37311,,(423) 476-8246,,(423) 479-5016,"P4,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,10,4.70E+11,Black Fox Elementary School,kfisher@bradleyschools.org,Principal: Dr. Kim Fisher,A,Public,3119 Varnell RD,,,,Cleveland,TN,37311,,(423) 478-8800,,(423) 478-8850,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,18,4.70E+11,Ocoee Middle School,Climburg@bradleyschools.org,Principal: Corey Limburg,A,Public,2250  N  Ocoee ST,,,,Cleveland,TN,37311,,(423) 476-0630,,(423) 476-0588,"6,7,8",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,20,4.70E+11,Bradley Central High School,pspangler@bradleyschools.org,Principal: Patrick Spangler,A,Public,1000  South  Lee Highway ,,,,Cleveland,TN,37311,,(423) 476-0650,,(423) 476-0613,"N,9,10,11,12",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,30,4.70E+11,Charleston Elementary School,gcampbell@bradleyschools.org,Principal: Kirk Campbell,A,Public,8797 Hiwassee ST,,,,Charleston,TN,37310,,(423) 336-2232,,(423) 336-3692,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,40,4.70E+11,Hopewell Elementary School,awinters@bradleyschools.org,Principal: Amber Winters,A,Public,5350 Freewill  Road NW ,,,,Cleveland,TN,37312,,(423) 478-8802,,(423) 478-8804,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,50,4.70E+11,Michigan Avenue Elementary School,apanni@bradleyschools.org,Principal: Ada Ruth Panni,A,Public,188 Michigan Ave School RD,,,,Cleveland,TN,37323,,(423) 478-8807,,(423) 478-8856,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,53,4.70E+11,North Cleveland GOAL Academy,jgott@bradleyschools.org,Principal: Joanne Gott,A,Public,209 Sunset DR,,,,Cleveland,TN,37312,,(423) 476-0699,,(423) 478-8829,"K,1,2,3,4,5,6,7,8,9,10,11,12",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,55,4.70E+11,North Lee Elementary School,lriad@bradleyschools.org,Principal: Lori Riad,A,Public,205 Sequoia DR,,,,Cleveland,TN,37312,,(423) 478-8809,,(423) 478-8811,"K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,60,BRADLEY COUNTY,60,4.70E+11,Oak Grove Elementary School,bdavis@bradleyschools.org,Principal: Bradley Davis,A,Public,400 Durkee Road SE ,,,,Cleveland,TN,37323,,(423) 478-8812,,(423) 478-8866,"P4,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,45,4.70E+11,Chatt High Center For Creative Arts,Levine_Jill@hcde.org,Principal: Dr. Jill Levine,A,Public,1301  Dallas  RD,,,,Chattanooga,TN,37405,,(423) 498-7365,,(423) 209-5930,"6,7,8,9,10,11,12",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,50,4.70E+11,Daisy Elementary,Hall_Jill@hcde.org,Principal: Jill Hall,A,Public,620  Sequoyah  RD,,,,Soddy Daisy,TN,37379,,(423) 332-8815,,(423) 332-8816,"P4,P3,K,1,2,3,4,5",
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,51,4.70E+11,McConnell Elementary,pohlman_r@hcde.org,Principal: Ruth Pohlman,A,Public,8629  Columbus  RD,,,,Hixson,TN,37343,,(423) 843-4704,,(423) 843-4706,"K,1,2,3,4,5",
